Discharge (m3/s)
1.160989616
1.189306436
1.642375555
1.783959654
5.097027583
5.238611683
7.362373176
7.787125475
8.495045972
10.19405517
12.17623256
12.74256896
2.406929692
2.435246512
3.398018389
3.964354787
4.530691185
5.323562143
6.371284479
6.512868579
5.380195782
5.663363982
6.371284479
7.645541375
8.098610494
8.353461873
9.34455057
9.486134669
15.57425095
15.14949865
15.85741915
18.54751704
20.38811033
20.38811033
22.08711953
22.08711953
3.05821655
3.19980065
3.454652029
3.511285669
6.824353598
6.852670418
6.880987238
6.937620877
6.937620877
7.079204977
2.576830612
2.831681991
2.888315631
2.888315631
29.4494927
29.4494927
29.7326609
30.0158291
30.2989973
30.5821655
136.2039038
179.5286382
174.7147788
169.9009194
107.6039156
107.6039156
107.6039156
140.1682585
140.1682585
140.1682585
140.1682585
2.463563332
2.641959297
3.00158291
3.02989973
4.077622067
0.951445149
0.991088697
1.132672796
10.19405517
10.36395609
10.50554019
1.376197448
1.387524175
1.557425095
1.642375555
2.013325895
2.568335566
2.712751347
2.712751347
0.764554138
0.906138237
1.022237199
1.132672796
0.993920379
4.105938887
4.813859384
6.512868579
8.098610494
5.663363982
7.362373176
9.910886968
8.919798271
2.038811033
2.237028773
1.868910114
2.916632451
5.776631261
9.797619688
11.89306436
12.40276712
14.44157815
17.83959654
18.68910114
3.454652029
4.643958465
6.937620877
8.098610494
8.608313252
9.033065551
10.84534202
235.3127734
245.2236604
249.4711834
249.4711834
139.6019221
139.6019221
170.750424
184.908834
187.4573478
187.4573478
235.0296052
251.736529
107.6039156
113.2672796
135.9207356
166.5029011
127.4256896
127.4256896
118.9306436
110.7187658
311.485019
359.6236128
399.2671607
419.0889346
433.2473446
0.736237318
1.330890536
0.481385938
1.217623256
1.019405517
1.415840995
2.548513792
6.909304058
6.17306674
7.079204977
6.22970038
9.457817849
2633.464251
2633.464251
2775.048351
2973.26609
6824.353598
6824.353598
6824.353598
6.824353598
54.93463062
54.93463062
56.63363982
56.63363982
56.63363982
56.63363982
68.80987238
233.0474278
235.0296052
235.0296052
223.7028773
215.2078313
218.0395133
254.8513792
1.642375555
1.642375555
1.585741915
1.585741915
1.585741915
1.642375555
10.78870838
9.854253328
9.37286739
10.50554019
10.59049065
9.769302868
1.019405517
0.962771877
0.962771877
0.906138237
1.076039156
1.132672796
4.134255707
4.559008005
4.190889346
3.879404327
3.964354787
4.105938887
5.804948081
6.1164331
5.946532181
5.719997621
5.068710764
5.889898541
7.050888157
7.815442295
7.928709574
7.617224555
8.098610494
8.721580532
104.7722337
105.9049065
104.4890655
110.1524294
104.2058973
101.9405517
25.79662294
25.40018746
25.06038562
25.48513792
25.51345474
25.57008838
85.79996432
79.85343214
89.19798271
86.93263712
83.81778693
85.23362792
1.783959654
1.783959654
1.783959654
1.897226934
1.925543754
1.925543754
883.4847811
976.9302868
948.6134669
962.7718769
0.283479684
0.315999733
0.327999722
0.00121196
0.001407346
0.001537603
0.001795286
0.013195638
0.013195638
0.026985929
0.310069178
0.260996129
0.198999813
0.037259965
0.017989983
0.016089985
0.031029971
0.062259943
0.060679943
0.067739935
0.055689948
0.030639971
0.013969987
0.048899948
0.014999986
0.047999841
0.022999969
0.001379999
0.104000034
0.044000091
0.021124348
0.022370288
0.022625139
0.023049891
0.023049891
0.024125931
0.022200387
0.023219792
0.02208712
0.022511872
0.023502961
0.021520783
0.023502961
0.021435833
0.021350882
0.02271009
0.020642962
0.021039397
0.019850091
0.020529694
0.021152664
0.018122765
0.019283754
0.018405933
0.018859002
0.019283754
0.019312071
0.021662367
0.017839597
0.020218209
0.014583162
0.01469643
0.017782963
0.011100193
0.013280589
0.004870493
0.006512869
0.007362373
0.006088116
0.006739403
0.006003166
0.006371284
0.007164155
0.006201384
0.006739403
0.005436829
0.005861582
0.006965938
0.005974849
0.006512869
0.006994255
0.005918215
0.006456235
0.006342968
0.005918215
0.005663364
0.005889899
0.005946532
0.005833265
0.005748314
0.006258017
0.005465146
0.005748314
0.005465146
0.005804948
0.006512869
0.003681187
0.004020988
0.004219206
0.003596236
0.003596236
0.004247523
0.00365287
0.003709503
0.002916632
0.002888316
0.002690098
0.002633464
0.002803365
0.001982177
0.002038811
0.001670692
0.256999756
0.256999756
0.289999632
0.343999666
0.343999666
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.250009203
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.670004276
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.629992609
0.097976197
0.097976197
1.872761201
1.872761201
0.345946589
0.345946589
0.579928472
0.579928472
0.629907659
0.629907659
0.66889992
0.66889992
0.467793865
0.467793865
2.988613807
2.988613807
0.526919385
0.526919385
5.708246141
5.708246141
2.666991366
2.738997415
3.627996585
3.988996367
4.034996191
4.108996254
4.413995871
4.354995908
4.669995781
4.654995625
5.049996177
5.134995059
5.82299439
